dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,5.279141,5.451737,3.409219,1.347646,-0.595179,-0.174975,0.388058
0.020000,5.303918,5.461724,3.435933,1.335681,-0.598256,-0.153862,0.378099
0.020000,5.328572,5.471367,3.462406,1.323667,-0.600719,-0.123144,0.367413
0.020000,5.353107,5.480651,3.488638,1.311621,-0.602287,-0.078409,0.355996
0.020000,5.377522,5.489563,3.514630,1.299566,-0.602766,-0.023956,0.343849
0.020000,5.401820,5.498090,3.540380,1.287528,-0.601911,0.042734,0.330973
0.020000,5.426002,5.506217,3.565891,1.275538,-0.599454,0.122876,0.317370
0.020000,5.450068,5.513934,3.591164,1.263635,-0.595178,0.213776,0.303045
0.020000,5.474019,5.521227,3.616201,1.251860,-0.588749,0.321481,0.288007
0.020000,5.497857,5.528087,3.641006,1.240262,-0.579919,0.441506,0.272266
0.020000,5.521582,5.534503,3.665584,1.228893,-0.568431,0.574385,0.255836
0.020000,5.545197,5.540467,3.689940,1.217812,-0.554045,0.719286,0.238735
0.020000,5.568703,5.545969,3.714082,1.207080,-0.536597,0.872418,0.220983
0.020000,5.592104,5.551002,3.738017,1.196763,-0.515853,1.037171,0.202606
0.020000,5.615401,5.555559,3.761756,1.186930,-0.491659,1.209738,0.183634
0.020000,5.638598,5.559635,3.785309,1.177649,-0.464025,1.381694,0.164098
0.020000,5.661701,5.563224,3.808688,1.168989,-0.433024,1.550033,0.144038
0.020000,5.684714,5.566322,3.831909,1.161013,-0.398773,1.712548,0.123495
0.020000,5.707642,5.568925,3.854984,1.153794,-0.360952,1.891059,0.102514
0.020000,5.730493,5.571030,3.877932,1.147379,-0.320745,2.010329,0.081144
0.020000,5.753273,5.572635,3.900769,1.141828,-0.277577,2.158425,0.059438
0.020000,5.775990,5.573737,3.923512,1.137176,-0.232594,2.249131,0.037451
0.020000,5.798651,5.574335,3.946181,1.133466,-0.185485,2.355483,0.015238
0.020000,5.820750,5.574443,3.968281,1.104967,-1.424962,-61.973860,6.280301
0.020000,5.846894,5.574216,3.994426,1.307242,10.113753,576.935724,6.268618
0.020000,5.872842,5.573680,4.020379,1.297681,-0.478049,-529.590086,6.256357
0.020000,5.898578,5.572825,4.046130,1.287516,-0.508236,-1.509360,6.243480
0.020000,5.924085,5.571641,4.071664,1.276700,-0.540833,-1.629813,6.229947
0.020000,5.949343,5.570116,4.096968,1.265201,-0.574944,-1.705578,6.215717
0.020000,5.974332,5.568242,4.122026,1.252938,-0.613158,-1.910715,6.200745
0.020000,5.999029,5.566007,4.146824,1.239903,-0.651758,-1.929959,6.184982
0.020000,6.023410,5.563403,4.171345,1.226012,-0.694538,-2.139008,6.168378
0.020000,6.047450,5.560420,4.195569,1.211230,-0.739082,-2.227225,6.150878
0.020000,6.071122,5.557049,4.219480,1.195519,-0.785581,-2.324927,6.132425
0.020000,6.094396,5.553284,4.243056,1.178806,-0.835640,-2.502961,6.112960
0.020000,6.117240,5.549118,4.266277,1.161081,-0.886217,-2.528846,6.092421
0.020000,6.139624,5.544546,4.289123,1.142301,-0.939005,-2.639398,6.070743
0.020000,6.161514,5.539565,4.311572,1.122454,-0.992343,-2.666911,6.047863
0.020000,6.182874,5.534174,4.333603,1.101526,-1.046411,-2.703409,6.023715
0.020000,6.203672,5.528372,4.355194,1.079561,-1.098236,-2.591217,5.998235
0.020000,6.223871,5.522163,4.376326,1.056595,-1.148332,-2.504799,5.971364
0.020000,6.243357,5.515581,4.396894,1.028380,-1.410734,-13.120107,5.943170
0.020000,6.261983,5.508687,4.416755,0.993073,-1.765340,-17.730320,5.913830
0.020000,6.279702,5.501520,4.435869,0.955673,-1.870026,-5.234267,5.883435
0.020000,6.296519,5.494105,4.454247,0.918938,-1.836739,1.664343,5.852025
0.020000,6.312445,5.486467,4.471910,0.883141,-1.789838,2.345034,5.819659
0.020000,6.327499,5.478631,4.488882,0.848569,-1.728611,3.061368,5.786409
0.020000,6.341705,5.470617,4.505192,0.815514,-1.652744,3.793336,5.752368
0.020000,6.355093,5.462445,4.520877,0.784256,-1.562912,4.491610,5.717645
0.020000,6.367699,5.454131,4.535978,0.755065,-1.459544,5.168368,5.682364
0.020000,6.379565,5.445687,4.550542,0.728172,-1.344672,5.743605,5.646666
0.020000,6.390732,5.437119,4.564617,0.703762,-1.220473,6.209971,5.610701
