dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.892434,5.872135,5.130181,2.217116,0.417454,-9.786428,5.492260
0.020000,6.922975,5.839874,5.174606,2.221257,0.207060,-10.519679,5.448537
0.020000,6.952074,5.806311,5.219027,2.221046,-0.010556,-10.880816,5.404826
0.020000,6.979627,5.771583,5.263357,2.216489,-0.227833,-10.863861,5.361392
0.020000,7.005552,5.735840,5.307512,2.207787,-0.435093,-10.362990,5.318485
0.020000,7.029795,5.699235,5.351417,2.195237,-0.627509,-9.620791,5.276340
0.020000,7.052237,5.662083,5.394821,2.170170,-1.253370,-31.293061,5.235332
0.020000,7.072678,5.624952,5.437206,2.119291,-2.543959,-64.529430,5.196047
0.020000,7.091046,5.588341,5.478167,2.048014,-3.563805,-50.992308,5.158907
0.020000,7.107448,5.552481,5.517600,1.971661,-3.817665,-12.692972,5.124003
0.020000,7.122047,5.517484,5.555520,1.895999,-3.783097,1.728351,5.091294
0.020000,7.135001,5.483436,5.591949,1.821473,-3.726314,2.839184,5.060709
0.020000,7.146463,5.450400,5.626917,1.748389,-3.654215,3.604960,5.032163
0.020000,7.156580,5.418423,5.660456,1.676959,-3.571475,4.136960,5.005554
0.020000,7.165485,5.387536,5.692601,1.607256,-3.485144,4.316556,4.980777
0.020000,7.173305,5.357759,5.723388,1.539349,-3.395338,4.490332,4.957723
0.020000,7.180153,5.329101,5.752853,1.473234,-3.305749,4.479417,4.936285
0.020000,7.186134,5.301567,5.781030,1.408820,-3.220726,4.251143,4.916358
0.020000,7.191342,5.275154,5.807951,1.346072,-3.137416,4.165499,4.897843
0.020000,7.195862,5.249857,5.833648,1.284845,-3.061311,3.805270,4.880646
0.020000,7.199771,5.225669,5.858150,1.225090,-2.987785,3.676290,4.864679
0.020000,7.203139,5.202580,5.881484,1.166699,-2.919543,3.412102,4.849858
0.020000,7.206028,5.180578,5.903674,1.109517,-2.859114,3.021443,4.836110
0.020000,7.208495,5.159652,5.924745,1.053534,-2.799103,3.000575,4.823364
0.020000,7.210589,5.139792,5.944716,0.998553,-2.749054,2.502460,4.811556
0.020000,7.212356,5.120983,5.963607,0.944583,-2.698522,2.526604,4.800628
0.020000,7.213837,5.103216,5.981436,0.891441,-2.657113,2.070407,4.790528
0.020000,7.215069,5.086478,5.998219,0.839138,-2.615125,2.099422,4.781205
0.020000,7.216084,5.070760,6.013970,0.787528,-2.580517,1.730425,4.772618
0.020000,7.216913,5.056052,6.028701,0.736590,-2.546895,1.681072,4.764726
0.020000,7.217581,5.042343,6.042426,0.686255,-2.516745,1.507497,4.757494
0.020000,7.218113,5.029626,6.055155,0.636411,-2.492179,1.228323,4.750888
0.020000,7.218529,5.017892,6.066896,0.587074,-2.466885,1.264667,4.744881
0.020000,7.218850,5.007133,6.077659,0.538167,-2.445335,1.077513,4.739445
0.020000,7.219091,4.997343,6.087452,0.489635,-2.426585,0.937508,4.734559
0.020000,7.219267,4.988517,6.096280,0.441416,-2.410980,0.780256,4.730201
0.020000,7.219392,4.980647,6.104151,0.393538,-2.393871,0.855437,4.726354
0.020000,7.219477,4.973730,6.111069,0.345904,-2.381712,0.607938,4.723002
0.020000,7.219532,4.967760,6.117039,0.298484,-2.371021,0.534573,4.720131
0.020000,7.219565,4.962735,6.122064,0.251261,-2.361121,0.494967,4.717729
0.020000,7.219583,4.958651,6.126148,0.204202,-2.352952,0.408499,4.715788
0.020000,7.219591,4.955506,6.129293,0.157246,-2.347815,0.256826,4.714299
0.020000,7.219594,4.953298,6.131501,0.110413,-2.341666,0.307426,4.713257
0.020000,7.219595,4.952025,6.132774,0.063634,-2.338936,0.136513,4.712658
0.020000,7.219595,4.951538,6.133261,0.024363,-1.963536,18.769993,4.712429
0.020000,7.219595,4.951453,6.133346,0.004226,-1.006882,47.832722,4.712389
0.020000,7.219595,4.951453,6.133346,0.000000,-0.211276,39.780315,4.712389
