dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.887917,5.027463,5.544810,0.547164,-1.973684,-0.000000,4.757494
0.020000,6.888357,5.016924,5.555359,0.507691,-1.973684,0.000000,4.750888
0.020000,6.888704,5.007171,5.565118,0.468217,-1.973684,-0.000000,4.744881
0.020000,6.888971,4.998206,5.574087,0.428743,-1.973684,0.000000,4.739445
0.020000,6.889172,4.990028,5.582267,0.389270,-1.973684,-0.000000,4.734559
0.020000,6.889320,4.982639,5.589658,0.349796,-1.973684,0.000000,4.730201
0.020000,6.889424,4.976039,5.596259,0.310322,-1.973684,0.000000,4.726354
0.020000,6.889496,4.970227,5.602071,0.270849,-1.973684,0.000000,4.723002
0.020000,6.889542,4.965205,5.607093,0.231375,-1.973684,0.000000,4.720131
0.020000,6.889570,4.960973,5.611326,0.191901,-1.973684,0.000000,4.717729
0.020000,6.889585,4.957529,5.614769,0.152428,-1.973684,-0.000000,4.715788
0.020000,6.889592,4.954876,5.617423,0.112954,-1.973684,0.000000,4.714299
0.020000,6.889594,4.953011,5.619287,0.073480,-1.973684,0.000000,4.713257
0.020000,6.889595,4.951936,5.620362,0.034007,-1.973684,0.000000,4.712658
0.020000,6.889595,4.951525,5.620774,0.007135,-1.343586,31.504905,4.712429
0.020000,6.889595,4.951453,5.620845,0.000000,-0.356744,49.342105,4.712389
0.020000,6.889595,4.951453,5.620845,0.000000,0.000000,17.837201,4.712389
